Fecha Actual,Codigo Marzam,Descripcion,Precio Farmacia,Precio Publico,% IVA,% IEPS,Impuesto 3,Tipo de Producto,Laboratorio,Clasificacion Fiscal,Descripcion Terapeutica,Sustancia Activa,Refrigerado,Controlado,Codigo de Barras,Unidad de Venta,Fecha de Caducidad,Grupo SSA,Accion Sobre Articulo,Pzas. Empaque Original,Descuento Comercial %,Codigo SAT, Unidad SAT,Contador
20180307,003400307,ACARBOSA 50MG TABC30                    ,0000060.00,0000142.32,000.00,000.00,000.00,ET,LABORATORIOS PISA SA                    ,N ,Glucosidos Cardioactivos + Aso          ,ACARBOSA                                , , ,7501125155161,PZA,19000101,4 ,C,0001,000.00,51181500  , H87,00022
20180307,000011901,ACAVEXAL 80MG TAB C30                   ,0000486.52,0000742.24,000.00,000.00,000.00,ET,ASPEN LABS  S.A. DE C.V.                ,F ,Antagonistas de la Angiotensin          ,VALSARTAN                               , , ,7502209852266,PZA,19000101,4 ,C,0003,000.00,51121733  , H87,00023
20180307,000012302,ACC 200MG TAB EFERV C20                 ,0000169.31,0000215.68,000.00,000.00,000.00,ET,SANDOZ  S.A. DE C.V.                    ,B ,Expectorantes                           ,ACETILCISTEINA                          , , ,7502216931220,PZA,19000101,4 ,C,0010,001.01,51161700  , H87,00024
20180307,000012304,ACC 600MG TAB EFERV C20                 ,0000273.31,0000348.17,000.00,000.00,000.00,ET,SANDOZ  S.A. DE C.V.                    ,B ,Expectorantes                           ,ACETILCISTEINA                          , , ,7502216930865,PZA,19000101,4 ,C,0010,001.01,51161700  , H87,00025
20180307,000028903,ACCU CHEK ACTIVE 50 STR                 ,0000276.43,0000411.81,016.00,000.00,000.00,MC,EYPRO SA DE CV                          ,NA,Tests de Sangre                         ,                                        , , ,4015630064519,PZA,19000101,7 ,C,0001,000.00,41116106  , H87,00026
20180307,000029103,ACCU CHEK PERFORMA TIRAS C50            ,0000300.30,0000456.30,016.00,000.00,000.00,MC,EYPRO SA DE CV                          ,NA,Tests de Sangre                         ,                                        , , ,4015630981977,PZA,19000101,7 ,C,0001,000.00,41116106  , H87,00027
20180307,000028916,ACCU CHEK SISTEMA ACTIVE KIT            ,0000379.48,0000533.20,016.00,000.00,000.00,MC,EYPRO SA DE CV                          ,NA,Tests de Sangre                         ,                                        , , ,4015630064243,PZA,19000101,7 ,C,0001,000.00,41115830  , H87,00028
20180307,000029104,ACCU CHEK SISTEMA PERFORMA KIT          ,0000519.99,0000726.85,016.00,000.00,000.00,MC,EYPRO SA DE CV                          ,NA,Tests de Sangre                         ,                                        , , ,4015630982271,PZA,19000101,7 ,C,0001,000.00,41115830  , H87,00029
20180307,000029102,ACCU CHEK SOFTCLIX LANCET C200          ,0000263.11,0000344.32,016.00,000.00,000.00,MC,EYPRO SA DE CV                          ,NA,Tests de Sangre                         ,                                        , , ,4015630006779,PZA,19000101,7 ,C,0001,000.00,41104102  , H87,00030
20180307,000029101,ACCU CHEK SOFTCLIX LANCET C25           ,0000071.86,0000096.43,016.00,000.00,000.00,MC,EYPRO SA DE CV                          ,NA,Tests de Sangre                         ,                                        , , ,4015630018277,PZA,19000101,7 ,C,0001,000.00,41104102  , H87,00031
20180307,000029105,ACCU CHEK TIRAS REACT ACTV C50          ,0000304.08,0000453.00,016.00,000.00,000.00,MC,EYPRO SA DE CV                          ,NA,Tests de Sangre                         ,                                        , , ,4015630064076,PZA,19000101,7 ,C,0001,000.00,41116106  , H87,00032
20180307,000029004,ACCUA ASEPTIC GEL 120ML                 ,0000184.01,0000230.01,016.00,000.00,000.00,MC,CELL PHARMA  S. DE R.L. DE C.V          ,BA,Antis?pticos y Desinfectantes           ,                                        , , ,7502224225113,PZA,19000101,7 ,C,0025,001.01,51102700  , H87,00033
20180307,000029002,ACCUA ASEPTIC GEL 60G                   ,0000124.00,0000155.00,016.00,000.00,000.00,MC,CELL PHARMA  S. DE R.L. DE C.V          ,BA,Antis?pticos y Desinfectantes           ,                                        , , ,7502224226424,PZA,19000101,7 ,C,0032,001.01,51102700  , H87,00034
20180307,000029003,ACCUA ASEPTIC SOL 240ML                 ,0000176.00,0000220.01,016.00,000.00,000.00,MC,CELL PHARMA  S. DE R.L. DE C.V          ,BA,Antis?pticos y Desinfectantes           ,                                        , , ,7502224225021,PZA,19000101,7 ,C,0025,001.01,51102700  , H87,00035
20180307,000029001,ACCUA ASEPTIC SOL 60ML                  ,0000070.40,0000088.01,016.00,000.00,000.00,MC,CELL PHARMA  S. DE R.L. DE C.V          ,BA,Antis?pticos y Desinfectantes           ,                                        , , ,7502224221030,PZA,19000101,7 ,C,0050,001.01,51102700  , H87,00036
20180307,000029204,ACCUTREND CHOLEST TIRAS REAC C25        ,0000824.18,0001177.41,016.00,000.00,000.00,MC,EYPRO SA DE CV                          ,NA,Tests de Sangre                         ,                                        , , ,4015630000364,PZA,19000101,7 ,C,0001,000.00,41116106  , H87,00037
20180307,000029201,ACCUTREND PLUS EQ C1                    ,0003926.06,0005437.24,016.00,000.00,000.00,MC,EYPRO SA DE CV                          ,NA,Tests de Sangre                         ,                                        , , ,4015630936748,PZA,19000101,7 ,C,0001,000.00,41116104  , H87,00038
20180307,000029203,ACCUTREND TRIGLYC TIRAS REAC C25        ,0000817.91,0001132.74,016.00,000.00,000.00,MC,EYPRO SA DE CV                          ,NA,Tests de Sangre                         ,                                        , , ,4015630936724,PZA,19000101,7 ,C,0001,000.00,41116106  , H87,00039
20180307,003400517,ACEITE ALMENDRAS 50ML                   ,0000010.84,0000019.00,016.00,000.00,000.00,PF,DEPOFARMA S A                           ,NA,Vaselinas  Brillantinas y Acei          ,MATERIAL CURACION GENERICOS             , , ,7506272400447,PZA,19000101,8 ,C,0001,000.00,42312400  , H87,00040
20180307,003400518,ACEITE OLIVO 50ML                       ,0000010.84,0000019.00,016.00,000.00,000.00,PF,DEPOFARMA S A                           ,NA,Vaselinas  Brillantinas y Acei          ,MATERIAL CURACION GENERICOS             , , ,7506272401628,PZA,19000101,8 ,C,0001,000.00,42312400  , H87,00041
20180307,000014301,ACELER 2% CRA 15G                       ,0000197.19,0000275.00,000.00,000.00,000.00,ET,LABORATORIOS SENOSIAIN S.A. DE          ,O ,Productos Antipsoriasis Topico          ,FUSIDICO ACIDO                          , , ,7501314701414,PZA,19000101,4 ,C,0010,000.00,51241200  , H87,00042
20180307,000014302,ACELER CO 2%/0 1% CRA 15G               ,0000215.11,0000300.00,000.00,000.00,000.00,ET,LABORATORIOS SENOSIAIN S.A. DE          ,O ,Productos Antipsoriasis Topico          ,FUSIDICO ACIDO                          , , ,7501314701513,PZA,19000101,4 ,C,0010,000.00,51241200  , H87,00043
20180307,000014401,ACEPTER 10MG TAB RECUBIERT C28          ,0000438.05,0000551.00,000.00,000.00,000.00,ET,PSICOFARMA  S.A.DE C.V.                 ,B ,Productos Anti-Alzheimer                ,MEMANTINA CLORHIDRATO DE                , , ,7501384545710,PZA,19000101,4 ,C,0001,001.01,51141541  , H87,00044
20180307,000013801,ACETADIAZOL 250MG TAB C30               ,0000247.26,0000416.33,000.00,000.00,000.00,ET,LABORATORIOS GRIN S.A. DE C.V.          ,F ,Otros Oftalmol?gicos T?picos            ,ACETAZOLAMIDA                           , , , 008400000026,PZA,19000101,4 ,C,0020,000.00,51141501  , H87,00045
20180307,003400383,ACETIBEN-S 300MG TAB20                  ,0000012.21,0000043.00,000.00,000.00,000.00,ET,BTK FARMA S A DE C V                    ,N ,Antiespasmodicos Analgesicos C          ,ACETILSALICILICO ACIDO                  , , ,7501423903051,PZA,19000101,4 ,C,0001,000.00,51142002  , H87,00046
20180307,003400064,ACETIF 500MG TAB C10                    ,0000003.89,0000016.90,000.00,000.00,000.00,OT,NOVAG INFANCIA S A DE C V               ,N ,Expectorantes                           ,PARACETAMOL                             , , ,7501075710250,PZA,19000101,6 ,C,0001,000.00,51142000  , H87,00047
20180307,003400922,ACETIF SI 1000MG SOL INY 100ML          ,0000074.21,0000165.00,000.00,000.00,000.00,ET,NOVAG INFANCIA S A DE C V               ,N ,Expectorantes                           ,PARACETAMOL                             , , ,8902344353113,PZA,19000101,4 ,C,0001,000.00,51142000  , H87,00048
20180307,000028501,ACHEFLAN 3 6MG/ML ENVASE AER 75ML       ,0000285.20,0000460.00,000.00,000.00,000.00,ET,LABORATORIOS SILANES S.A. DE C          ,F ,Anest?sicos Generales                   ,                                        , , ,7501101600340,PZA,19000101,4 ,C,0010,000.00,51212000  , H87,00049
20180307,000028502,ACHEFLAN 5MG/G CRA TBO 30G              ,0000166.16,0000268.00,000.00,000.00,000.00,ET,LABORATORIOS SILANES S.A. DE C          ,F ,Anest?sicos Generales                   ,                                        , , ,7501101600326,PZA,19000101,4 ,C,0010,000.00,51212000  , H87,00050
20180307,003400350,ACICLOVIR 200MG TABC25                  ,0000033.16,0000150.00,000.00,000.00,000.00,ET,UNIPHARM  S.A. DE C.V.                  ,N ,Antihistam?nicos                        ,ACICLOVIR                               , , ,7502007577989,PZA,19000101,4 ,C,0001,000.00,51102301  , H87,00051
20180307,003401077,ACICLOVIR 400MG TAB C35                 ,0000071.58,0000220.00,000.00,000.00,000.00,ET,ANTIBIOTICOS DE MEXICO  SA DE           ,N ,Antivirales Excluyendo Product          ,ACICLOVIR                               , , ,7501349028791,PZA,19000101,4 ,C,0001,000.00,51102300  , H87,00052
20180307,001255601,ACICLOVIR ELI 200MG TAB C25             ,0000056.70,0000189.00,000.00,000.00,000.00,ET,LANDSTEINER SCIENTIFIC  S.A.            ,N ,Antivirales Excluyendo Product          ,ACICLOVIR SODICO                        , , ,7502225096101,PZA,19000101,4 ,C,0001,000.00,51102301  , H87,00053
20180307,000020302,ACICRAN MAX TAB RECUB C30               ,0000398.74,0000504.74,016.00,000.00,000.00,VA,PRODUCTOS CIENTIFICOS S.A. DE           ,FA,Antisepticos Antiinfecciosos U          ,                                        , , ,7501124181987,PZA,19000101,9 ,C,0108,000.00,51191900  , H87,00054
20180307,000020301,ACICRAN TAB RECUB C30                   ,0000385.84,0000488.41,016.00,000.00,000.00,VA,PRODUCTOS CIENTIFICOS S.A. DE           ,FA,Antisepticos Antiinfecciosos U          ,                                        , , ,7501124180621,PZA,19000101,9 ,C,0108,000.00,51191900  , H87,00055
20180307,000020102,ACID LAC PH5 PIEL SEC CRA 100G          ,0000348.62,0000441.29,016.00,000.00,000.00,PF,REPRESENTACIONES MEX-AMERICA S          ,BA,Emolientes y Protectores                ,                                        , , ,7501273500462,PZA,19000101,8 ,C,0001,001.01,53131613  , H87,00056
20180307,003401036,ACIDO ALENDRONICO 10MG TAB C30          ,0000024.95,0000360.00,000.00,000.00,000.00,ET,ANTIBIOTICOS DE MEXICO  SA DE           ,N ,Reguladores Calcio Oseo                 ,ALENDRONATO SODICO                      , , ,7501349014190,PZA,19000101,4 ,C,0001,000.00,51182400  , H87,00057
20180307,000061505,ACIDO FOLICO 400MCG TAB C90             ,0000022.23,0000028.50,000.00,000.00,000.00,ET,LABORATORIOS VALDECASAS  S.A.           ,B ,Complejo de Vitamina B                  ,FOLICO ACIDO                            , , ,7501446000744,PZA,19000101,4 ,C,0001,001.01,51131517  , H87,00058
20180307,000061501,ACIDO FOLICO 5MG TAB C20                ,0000014.04,0000018.00,000.00,000.00,000.00,ET,LABORATORIOS VALDECASAS  S.A.           ,B ,Complejo de Vitamina B                  ,FOLICO ACIDO                            , , ,7501446000010,PZA,19000101,4 ,C,0010,001.01,51131517  , H87,00059
20180307,000061502,ACIDO FOLICO 5MG TAB C50                ,0000031.59,0000040.50,000.00,000.00,000.00,ET,LABORATORIOS VALDECASAS  S.A.           ,B ,Complejo de Vitamina B                  ,FOLICO ACIDO                            , , ,7501446000553,PZA,19000101,4 ,C,0010,001.01,51131517  , H87,00060
20180307,000061503,ACIDO FOLICO 5MG TAB C92                ,0000050.70,0000065.00,000.00,000.00,000.00,ET,LABORATORIOS VALDECASAS  S.A.           ,B ,Complejo de Vitamina B                  ,FOLICO ACIDO                            , , ,7501446000348,PZA,19000101,4 ,C,0010,001.01,51131517  , H87,00061
20180307,000016001,ACIDOPHILUS PEARLS CAP C30              ,0000305.04,0000372.00,016.00,000.00,000.00,VA,LABORATORIOS FARMASA S.A. DE C          ,BA,Vitaminas A+D y Asociaciones S          ,                                        , , , 763948315574,PZA,19000101,9 ,C,0010,001.01,51191900  , H87,00062
20180307,000027201,ACLASTA LIVI 5MG 100ML                  ,0009656.47,0011776.00,000.00,000.00,000.00,ET,SANDOZ S A                              ,N ,Reguladores Calcio Oseo                 ,ZOLEDRONICO ACIDO                       , , ,7501094916268,PZA,19000101,4 ,C,0010,000.00,51182415  , H87,00063
20180307,000027501,ACLORAL 150MG TAB C20                   ,0000130.13,0000169.00,000.00,000.00,000.00,ET,PROMOTORA Y DISTRIBUIDORA LIOM          ,B ,Antiulcerosos                           ,RANITIDINA  CLORHIDRATO DE              , , ,7501299300015,PZA,19000101,4 ,C,0010,001.01,51171900  , H87,00064
20180307,000027506,ACLORAL 150MG TAB C20 PAQ C3            ,0000112.39,0000169.01,000.00,000.00,000.00,ET,PROMOTORA Y DISTRIBUIDORA LIOM          ,O ,Antiulcerosos                           ,RANITIDINA  CLORHIDRATO DE              , , ,7501299306772,PZA,19000101,4 ,C,0010,000.00,51171900  , H87,00065
20180307,000027502,ACLORAL 300MG TAB C10                   ,0000112.39,0000169.01,000.00,000.00,000.00,ET,PROMOTORA Y DISTRIBUIDORA LIOM          ,O ,Antiulcerosos                           ,RANITIDINA  CLORHIDRATO DE              , , ,7501299300022,PZA,19000101,4 ,C,0010,000.00,51171900  , H87,00066
20180307,000027507,ACLORAL 300MG TAB C10 PAQ C3            ,0000112.39,0000169.01,000.00,000.00,000.00,ET,PROMOTORA Y DISTRIBUIDORA LIOM          ,O ,Antiulcerosos                           ,RANITIDINA  CLORHIDRATO DE              , , ,7501299303306,PZA,19000101,4 ,C,0010,000.00,51171900  , H87,00067
20180307,000027504,ACLORAL AMP 2ML C5                      ,0000064.50,0000097.00,000.00,000.00,000.00,ET,PROMOTORA Y DISTRIBUIDORA LIOM          ,O ,Antiulcerosos                           ,RANITIDINA  CLORHIDRATO DE              , , ,7501299302002,PZA,19000101,4 ,C,0010,000.00,51171900  , H87,00068
20180307,000027604,ACNAID ESPUMA 125ML                     ,0000319.30,0000406.75,016.00,000.00,000.00,PF,GLAXOSMITHKLINE CONSUMER HEALT          ,HA,Productos Antiacn? T?picos              ,                                        , , ,7502264950181,PZA,19000101,8 ,C,0035,000.01,11121900  , H87,00069
20180307,000027601,ACNAID JBN 100G                         ,0000101.45,0000129.22,016.00,000.00,000.00,PF,GLAXOSMITHKLINE CONSUMER HEALT          ,HA,Productos Antiacn? T?picos              ,                                        , , ,7501406870097,PZA,19000101,8 ,C,0050,000.01,11121900  , H87,00070
20180307,000027603,ACNAID WASH LIMP FAC 150ML              ,0000213.83,0000272.39,016.00,000.00,000.00,PF,GLAXOSMITHKLINE CONSUMER HEALT          ,HA,Productos Antiacn? T?picos              ,                                        , , ,7501406800032,PZA,19000101,8 ,C,0020,000.01,11121900  , H87,00071
20180307,000029801,ACNEBAR JBN 100G                        ,0000046.28,0000057.39,016.00,000.00,000.00,MC,GRISI HNOS  S.A.                        ,FA,Productos Antiacn? T?picos              ,AZUFRE PRECIPITADO                      , , ,7501022150405,PZA,19000101,7 ,C,0025,000.00,53131608  , H87,00072
20180307,000030501,ACOMEXOL CRA 30G                        ,0000068.75,0000106.10,000.00,000.00,000.00,OT,ARMSTRONG LAB. DE MEXICO S.A.D          ,F ,Escabicidas y Ectoparasitarios          ,CROTAMITON                              , , ,7501089810045,PZA,19000101,6 ,C,0010,000.00,51241200  , H87,00073
20180307,000031001,ACON 50000UI CAP C40                    ,0000121.73,0000174.42,000.00,000.00,000.00,ET,SANOFI AVENTIS WINTHROP  S.A.           ,F ,Vitaminas A+D y Asociaciones S          ,RETINOL  PALMITATO DE                   , , ,7501072350008,PZA,19000101,4 ,C,0010,000.00,51191905  , H87,00074
20180307,003400590,ACORTRAL 50MG 14TAB                     ,0000037.89,0000280.00,000.00,000.00,000.00,ET,ACCORD FARMA SA DE CV                   ,N ,Antidepresivos Timoanalepticos          ,SERTRALINA CLORHIDRATO DE               , , ,7502254000339,PZA,19000101,4 ,C,0400,000.00,51141619  , H87,00075
20180307,000032005,ACROMICINA 250MG TAB C20                ,0000213.64,0000267.04,000.00,000.00,000.00,ET,PFIZER  S.A. DE C.V.                    ,H ,Tetracilinas y Asociaciones             ,TETRACICLINA CLORHIDRATO DE             , , ,7501108767619,PZA,19000101,4 ,C,0010,000.01,51101509  , H87,00076
20180307,000032501,ACRYLARM OFT 0 2% GEL 10G               ,0000372.87,0000475.00,000.00,000.00,000.00,ET,ITALMEX  S.A.                           ,B ,Lagri Artif /Lubricantes Ocula          ,POLIACRILICO  ACIDO                     , , ,7795368054514,PZA,19000101,4 ,C,0010,001.01,51241100  , H87,00077
20180307,000024001,ACTIKERALL SOL 25ML                     ,0001064.18,0001573.31,000.00,000.00,000.00,ET,GRUNENTHAL DE MEXICO  S.A. DE           ,F ,Tratamiento Psoriasis y Querat          ,SALICILICO ACIDO                        , , ,4042762020281,PZA,19000101,4 ,C,0005,000.00,51111605  , H87,00078
20180307,000033003,ACTINIUM 300MG 5ML SUSP 120ML           ,0000342.53,0000528.60,000.00,000.00,000.00,ET,ARMSTRONG LAB. DE MEXICO S.A.D          ,F ,Antiepil?pticos                         ,OXCARBAZEPINA                           , , ,7501089801180,PZA,19000101,4 ,C,0010,000.00,51141522  , H87,00079
20180307,000033001,ACTINIUM 300MG TAB C20                  ,0000340.46,0000525.40,000.00,000.00,000.00,ET,ARMSTRONG LAB. DE MEXICO S.A.D          ,F ,Antiepil?pticos                         ,OXCARBAZEPINA                           , , ,7501089801166,PZA,19000101,4 ,C,0010,000.00,51141522  , H87,00080
20180307,000033002,ACTINIUM 600MG TAB C20                  ,0000648.58,0001000.90,000.00,000.00,000.00,ET,ARMSTRONG LAB. DE MEXICO S.A.D          ,F ,Antiepil?pticos                         ,OXCARBAZEPINA                           , , ,7501089801173,PZA,19000101,4 ,C,0010,000.00,51141522  , H87,00081
20180307,000027802,ACTONEL 35MG GRAG C4                    ,0001153.31,0001469.19,000.00,000.00,000.00,ET,ACTAVIS PHARMA  S R L DE C V            ,B ,Reguladores Calcio Oseo                 ,RISEDRONATO SODICO                      , , ,7501165002883,PZA,19000101,4 ,C,0001,001.01,51182417  , H87,00082
20180307,000027801,ACTONEL 5MG GRAG C28                    ,0001142.71,0001455.68,000.00,000.00,000.00,ET,ACTAVIS PHARMA  S R L DE C V            ,B ,Reguladores Calcio Oseo                 ,RISEDRONATO SODICO                      , , ,7501165002180,PZA,19000101,4 ,C,0001,001.01,51182417  , H87,00083
20180307,000035201,ACTRON 200MG CAP C10                    ,0000047.65,0000064.00,000.00,000.00,000.00,ET,BAYER DE MEXICO S.A. DE C.V.            ,O ,Antirreum?ticos No Esteroides           ,IBUPROFENO                              , , ,7501318608924,PZA,19000101,4 ,C,0010,000.00,51142100  , H87,00084
20180307,000035202,ACTRON 400MG CAP C10                    ,0000070.64,0000095.00,000.00,000.00,000.00,ET,BAYER DE MEXICO S.A. DE C.V.            ,O ,Antirreum?ticos No Esteroides           ,IBUPROFENO                              , , ,7501318608900,PZA,19000101,4 ,C,0010,000.00,51142100  , H87,00085
20180307,000035205,ACTRON 400MG CAP C30                    ,0000190.33,0000256.00,000.00,000.00,000.00,ET,BAYER DE MEXICO S.A. DE C.V.            ,O ,Antirreum?ticos No Esteroides           ,IBUPROFENO                              , , ,7501318634701,PZA,19000101,4 ,C,0010,000.00,51142100  , H87,00086
20180307,000035209,ACTRON 40MG SUSP PED FRAS 15ML          ,0000084.76,0000114.00,000.00,000.00,000.00,ET,BAYER DE MEXICO S.A. DE C.V.            ,O ,Analg?sicos No Narc?ticos Anti          ,IBUPROFENO                              , , ,7501318687608,PZA,19000101,4 ,C,0005,000.00,51142100  , H87,00087
20180307,000035203,ACTRON 600MG CAP C10                    ,0000076.59,0000103.00,000.00,000.00,000.00,ET,BAYER DE MEXICO S.A. DE C.V.            ,O ,Antirreum?ticos No Esteroides           ,IBUPROFENO                              , , ,7501318609020,PZA,19000101,4 ,C,0010,000.00,51142100  , H87,00088
20180307,000035204,ACTRON 600MG CAP C30                    ,0000199.96,0000269.00,000.00,000.00,000.00,ET,BAYER DE MEXICO S.A. DE C.V.            ,O ,Antirreum?ticos No Esteroides           ,IBUPROFENO                              , , ,7501318634756,PZA,19000101,4 ,C,0010,000.00,51142100  , H87,00089
20180307,000035210,ACTRON GEL 5% TUBO 50G                  ,0000134.02,0000180.00,000.00,000.00,000.00,ET,BAYER DE MEXICO S.A. DE C.V.            ,O ,Analg?sicos No Narc?ticos Anti          ,IBUPROFENO                              , , ,7501318681460,PZA,19000101,4 ,C,0010,000.00,51142100  , H87,00090
